  1.42077677   0.96013932   1.09108970   1.08555104   1.09108970 108.12930637 111.95221297 106.58134561 111.95221297  61.43364279 180.00000000 298.56635721
  1.47077677   0.96013932   1.09108970   1.08555104   1.09108970 108.12930637 111.95221297 106.58134561 111.95221297  61.43364279 180.00000000 298.56635721
  1.37077677   0.96013932   1.09108970   1.08555104   1.09108970 108.12930637 111.95221297 106.58134561 111.95221297  61.43364279 180.00000000 298.56635721
  1.32077677   0.96013932   1.09108970   1.08555104   1.09108970 108.12930637 111.95221297 106.58134561 111.95221297  61.43364279 180.00000000 298.56635721
  1.52077677   0.96013932   1.09108970   1.08555104   1.09108970 108.12930637 111.95221297 106.58134561 111.95221297  61.43364279 180.00000000 298.56635721
  1.62077677   0.96013932   1.09108970   1.08555104   1.09108970 108.12930637 111.95221297 106.58134561 111.95221297  61.43364279 180.00000000 298.56635721
  1.22077677   0.96013932   1.09108970   1.08555104   1.09108970 108.12930637 111.95221297 106.58134561 111.95221297  61.43364279 180.00000000 298.56635721
  1.72077677   0.96013932   1.09108970   1.08555104   1.09108970 108.12930637 111.95221297 106.58134561 111.95221297  61.43364279 180.00000000 298.56635721
  1.12077677   0.96013932   1.09108970   1.08555104   1.09108970 108.12930637 111.95221297 106.58134561 111.95221297  61.43364279 180.00000000 298.56635721
  1.82077677   0.96013932   1.09108970   1.08555104   1.09108970 108.12930637 111.95221297 106.58134561 111.95221297  61.43364279 180.00000000 298.56635721
  1.92077677   0.96013932   1.09108970   1.08555104   1.09108970 108.12930637 111.95221297 106.58134561 111.95221297  61.43364279 180.00000000 298.56635721
  2.02077677   0.96013932   1.09108970   1.08555104   1.09108970 108.12930637 111.95221297 106.58134561 111.95221297  61.43364279 180.00000000 298.56635721
  2.12077677   0.96013932   1.09108970   1.08555104   1.09108970 108.12930637 111.95221297 106.58134561 111.95221297  61.43364279 180.00000000 298.56635721
  1.42077677   1.01013932   1.09108970   1.08555104   1.09108970 108.12930637 111.95221297 106.58134561 111.95221297  61.43364279 180.00000000 298.56635721
  1.42077677   0.91013932   1.09108970   1.08555104   1.09108970 108.12930637 111.95221297 106.58134561 111.95221297  61.43364279 180.00000000 298.56635721
  1.42077677   0.86013932   1.09108970   1.08555104   1.09108970 108.12930637 111.95221297 106.58134561 111.95221297  61.43364279 180.00000000 298.56635721
  1.42077677   1.06013932   1.09108970   1.08555104   1.09108970 108.12930637 111.95221297 106.58134561 111.95221297  61.43364279 180.00000000 298.56635721
  1.42077677   1.16013932   1.09108970   1.08555104   1.09108970 108.12930637 111.95221297 106.58134561 111.95221297  61.43364279 180.00000000 298.56635721
  1.42077677   0.76013932   1.09108970   1.08555104   1.09108970 108.12930637 111.95221297 106.58134561 111.95221297  61.43364279 180.00000000 298.56635721
  1.42077677   1.26013932   1.09108970   1.08555104   1.09108970 108.12930637 111.95221297 106.58134561 111.95221297  61.43364279 180.00000000 298.56635721
  1.42077677   0.66013932   1.09108970   1.08555104   1.09108970 108.12930637 111.95221297 106.58134561 111.95221297  61.43364279 180.00000000 298.56635721
  1.42077677   1.36013932   1.09108970   1.08555104   1.09108970 108.12930637 111.95221297 106.58134561 111.95221297  61.43364279 180.00000000 298.56635721
  1.42077677   1.46013932   1.09108970   1.08555104   1.09108970 108.12930637 111.95221297 106.58134561 111.95221297  61.43364279 180.00000000 298.56635721
  1.42077677   1.56013932   1.09108970   1.08555104   1.09108970 108.12930637 111.95221297 106.58134561 111.95221297  61.43364279 180.00000000 298.56635721
  1.42077677   1.66013932   1.09108970   1.08555104   1.09108970 108.12930637 111.95221297 106.58134561 111.95221297  61.43364279 180.00000000 298.56635721
  1.42077677   0.96013932   1.14108970   1.08555104   1.09108970 108.12930637 111.95221297 106.58134561 111.95221297  61.43364279 180.00000000 298.56635721
  1.42077677   0.96013932   1.04108970   1.08555104   1.09108970 108.12930637 111.95221297 106.58134561 111.95221297  61.43364279 180.00000000 298.56635721
  1.42077677   0.96013932   0.99108970   1.08555104   1.09108970 108.12930637 111.95221297 106.58134561 111.95221297  61.43364279 180.00000000 298.56635721
  1.42077677   0.96013932   1.19108970   1.08555104   1.09108970 108.12930637 111.95221297 106.58134561 111.95221297  61.43364279 180.00000000 298.56635721
  1.42077677   0.96013932   1.29108970   1.08555104   1.09108970 108.12930637 111.95221297 106.58134561 111.95221297  61.43364279 180.00000000 298.56635721
  1.42077677   0.96013932   0.89108970   1.08555104   1.09108970 108.12930637 111.95221297 106.58134561 111.95221297  61.43364279 180.00000000 298.56635721
  1.42077677   0.96013932   1.39108970   1.08555104   1.09108970 108.12930637 111.95221297 106.58134561 111.95221297  61.43364279 180.00000000 298.56635721
  1.42077677   0.96013932   0.79108970   1.08555104   1.09108970 108.12930637 111.95221297 106.58134561 111.95221297  61.43364279 180.00000000 298.56635721
  1.42077677   0.96013932   1.49108970   1.08555104   1.09108970 108.12930637 111.95221297 106.58134561 111.95221297  61.43364279 180.00000000 298.56635721
  1.42077677   0.96013932   1.59108970   1.08555104   1.09108970 108.12930637 111.95221297 106.58134561 111.95221297  61.43364279 180.00000000 298.56635721
  1.42077677   0.96013932   1.69108970   1.08555104   1.09108970 108.12930637 111.95221297 106.58134561 111.95221297  61.43364279 180.00000000 298.56635721
  1.42077677   0.96013932   1.79108970   1.08555104   1.09108970 108.12930637 111.95221297 106.58134561 111.95221297  61.43364279 180.00000000 298.56635721
  1.42077677   0.96013932   1.09108970   1.13555104   1.09108970 108.12930637 111.95221297 106.58134561 111.95221297  61.43364279 180.00000000 298.56635721
  1.42077677   0.96013932   1.09108970   1.03555104   1.09108970 108.12930637 111.95221297 106.58134561 111.95221297  61.43364279 180.00000000 298.56635721
  1.42077677   0.96013932   1.09108970   0.98555104   1.09108970 108.12930637 111.95221297 106.58134561 111.95221297  61.43364279 180.00000000 298.56635721
  1.42077677   0.96013932   1.09108970   1.18555104   1.09108970 108.12930637 111.95221297 106.58134561 111.95221297  61.43364279 180.00000000 298.56635721
  1.42077677   0.96013932   1.09108970   1.28555104   1.09108970 108.12930637 111.95221297 106.58134561 111.95221297  61.43364279 180.00000000 298.56635721
  1.42077677   0.96013932   1.09108970   0.88555104   1.09108970 108.12930637 111.95221297 106.58134561 111.95221297  61.43364279 180.00000000 298.56635721
  1.42077677   0.96013932   1.09108970   1.38555104   1.09108970 108.12930637 111.95221297 106.58134561 111.95221297  61.43364279 180.00000000 298.56635721
  1.42077677   0.96013932   1.09108970   0.78555104   1.09108970 108.12930637 111.95221297 106.58134561 111.95221297  61.43364279 180.00000000 298.56635721
  1.42077677   0.96013932   1.09108970   1.48555104   1.09108970 108.12930637 111.95221297 106.58134561 111.95221297  61.43364279 180.00000000 298.56635721
  1.42077677   0.96013932   1.09108970   1.58555104   1.09108970 108.12930637 111.95221297 106.58134561 111.95221297  61.43364279 180.00000000 298.56635721
  1.42077677   0.96013932   1.09108970   1.68555104   1.09108970 108.12930637 111.95221297 106.58134561 111.95221297  61.43364279 180.00000000 298.56635721
  1.42077677   0.96013932   1.09108970   1.78555104   1.09108970 108.12930637 111.95221297 106.58134561 111.95221297  61.43364279 180.00000000 298.56635721
  1.42077677   0.96013932   1.09108970   1.08555104   1.09108970 113.12930637 111.95221297 106.58134561 111.95221297  61.43364279 180.00000000 298.56635721
  1.42077677   0.96013932   1.09108970   1.08555104   1.09108970 103.12930637 111.95221297 106.58134561 111.95221297  61.43364279 180.00000000 298.56635721
  1.42077677   0.96013932   1.09108970   1.08555104   1.09108970 118.12930637 111.95221297 106.58134561 111.95221297  61.43364279 180.00000000 298.56635721
  1.42077677   0.96013932   1.09108970   1.08555104   1.09108970  98.12930637 111.95221297 106.58134561 111.95221297  61.43364279 180.00000000 298.56635721
  1.42077677   0.96013932   1.09108970   1.08555104   1.09108970 128.12930637 111.95221297 106.58134561 111.95221297  61.43364279 180.00000000 298.56635721
  1.42077677   0.96013932   1.09108970   1.08555104   1.09108970  88.12930637 111.95221297 106.58134561 111.95221297  61.43364279 180.00000000 298.56635721
  1.42077677   0.96013932   1.09108970   1.08555104   1.09108970 138.12930637 111.95221297 106.58134561 111.95221297  61.43364279 180.00000000 298.56635721
  1.42077677   0.96013932   1.09108970   1.08555104   1.09108970  78.12930637 111.95221297 106.58134561 111.95221297  61.43364279 180.00000000 298.56635721
  1.42077677   0.96013932   1.09108970   1.08555104   1.09108970 158.12930637 111.95221297 106.58134561 111.95221297  61.43364279 180.00000000 298.56635721
  1.42077677   0.96013932   1.09108970   1.08555104   1.09108970  58.12930637 111.95221297 106.58134561 111.95221297  61.43364279 180.00000000 298.56635721
  1.42077677   0.96013932   1.09108970   1.08555104   1.09108970 168.12930637 111.95221297 106.58134561 111.95221297  61.43364279 180.00000000 298.56635721
  1.42077677   0.96013932   1.09108970   1.08555104   1.09108970 108.12930637 116.95221297 106.58134561 111.95221297  61.43364279 180.00000000 298.56635721
  1.42077677   0.96013932   1.09108970   1.08555104   1.09108970 108.12930637 106.95221297 106.58134561 111.95221297  61.43364279 180.00000000 298.56635721
  1.42077677   0.96013932   1.09108970   1.08555104   1.09108970 108.12930637 121.95221297 106.58134561 111.95221297  61.43364279 180.00000000 298.56635721
  1.42077677   0.96013932   1.09108970   1.08555104   1.09108970 108.12930637 101.95221297 106.58134561 111.95221297  61.43364279 180.00000000 298.56635721
  1.42077677   0.96013932   1.09108970   1.08555104   1.09108970 108.12930637 131.95221297 106.58134561 111.95221297  61.43364279 180.00000000 298.56635721
  1.42077677   0.96013932   1.09108970   1.08555104   1.09108970 108.12930637  91.95221297 106.58134561 111.95221297  61.43364279 180.00000000 298.56635721
  1.42077677   0.96013932   1.09108970   1.08555104   1.09108970 108.12930637 141.95221297 106.58134561 111.95221297  61.43364279 180.00000000 298.56635721
  1.42077677   0.96013932   1.09108970   1.08555104   1.09108970 108.12930637  81.95221297 106.58134561 111.95221297  61.43364279 180.00000000 298.56635721
  1.42077677   0.96013932   1.09108970   1.08555104   1.09108970 108.12930637 161.95221297 106.58134561 111.95221297  61.43364279 180.00000000 298.56635721
  1.42077677   0.96013932   1.09108970   1.08555104   1.09108970 108.12930637  61.95221297 106.58134561 111.95221297  61.43364279 180.00000000 298.56635721
  1.42077677   0.96013932   1.09108970   1.08555104   1.09108970 108.12930637 171.95221297 106.58134561 111.95221297  61.43364279 180.00000000 298.56635721
